Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000673,Female,Yes,2,Not Graduate,Yes,13156,5691,245,240,1,Semiurban,Y
LP000674,Female,No,0,Graduate,Yes,17393,3196,252,360,1,Semiurban,Y
LP000675,Female,Yes,3+,Not Graduate,Yes,14589,9552,134,180,1,Rural,Y
LP000676,Male,No,0,Graduate,Yes,17993,8532,79,360,1,Urban,Y
LP000677,Female,No,0,Not Graduate,Yes,5132,562,515,240,1,Urban,N
LP000678,Female,Yes,2,Not Graduate,Yes,24612,4746,148,240,1,Rural,Y
LP000679,Female,Yes,0,Graduate,Yes,7184,2999,239,180,1,Semiurban,Y
LP000680,Female,Yes,2,Graduate,Yes,14766,1193,61,360,1,Rural,Y
LP000681,Female,Yes,3+,Graduate,No,24383,68,652,300,1,Rural,N
LP000682,Male,Yes,3+,Not Graduate,Yes,19799,5679,79,240,1,Rural,Y
LP000683,Male,Yes,0,Not Graduate,Yes,18440,2428,87,360,1,Urban,Y
LP000684,Female,No,1,Not Graduate,No,1604,6200,621,180,1,Urban,N
LP000685,Male,No,2,Not Graduate,Yes,3547,5396,343,180,1,Urban,Y
LP000686,Female,No,2,Graduate,No,18029,6993,409,300,1,Semiurban,Y
LP000687,Female,Yes,0,Not Graduate,Yes,18757,3598,229,240,1,Rural,Y
LP000688,Male,No,2,Not Graduate,No,18182,9035,161,300,1,Rural,Y
LP000689,Male,No,2,Not Graduate,No,21122,573,493,300,0,Semiurban,N
LP000690,Female,No,1,Graduate,Yes,10337,4214,70,300,1,Urban,Y
LP000691,Female,No,1,Not Graduate,No,16907,7636,194,300,1,Rural,Y
LP000692,Female,No,0,Not Graduate,Yes,7882,1478,548,180,1,Semiurban,N
LP000693,Male,Yes,1,Graduate,Yes,20395,9705,195,240,1,Urban,Y
LP000694,Female,Yes,0,Not Graduate,Yes,24480,6127,490,300,1,Urban,Y
LP000695,Female,No,3+,Not Graduate,Yes,2283,9160,470,240,1,Rural,N
LP000696,Female,No,0,Graduate,No,22876,6676,365,180,0,Urban,N
LP000697,Male,No,3+,Not Graduate,Yes,1870,2196,215,180,1,Semiurban,N
LP000698,Female,Yes,0,Not Graduate,No,17408,9703,252,360,1,Urban,Y
LP000699,Female,Yes,2,Not Graduate,No,1986,8166,545,360,1,Rural,N
LP000700,Male,No,1,Graduate,Yes,16000,8846,674,240,1,Semiurban,N
LP000701,Female,Yes,3+,Not Graduate,Yes,4696,6050,517,360,1,Urban,N
LP000702,Female,Yes,0,Not Graduate,Yes,11052,4650,434,300,1,Urban,Y
LP000703,Male,No,1,Graduate,Yes,22171,8484,363,240,1,Urban,Y
LP000704,Female,Yes,0,Graduate,No,3761,4526,304,180,1,Semiurban,Y
LP000705,Male,Yes,1,Not Graduate,Yes,12313,4412,72,180,0,Urban,N
LP000706,Male,No,1,Not Graduate,No,10648,5443,388,300,1,Rural,Y
LP000707,Female,Yes,0,Not Graduate,Yes,10072,9780,542,360,1,Semiurban,N
LP000708,Female,Yes,3+,Not Graduate,Yes,16508,8787,560,240,1,Semiurban,N
LP000709,Female,No,3+,Graduate,Yes,14585,2593,415,240,0,Urban,N
LP000710,Female,Yes,2,Not Graduate,Yes,18122,9107,421,300,1,Semiurban,Y
LP000711,Male,Yes,1,Graduate,No,8343,6852,648,360,1,Rural,N
LP000712,Female,No,2,Graduate,No,2605,6629,268,240,0,Semiurban,N
LP000713,Male,No,2,Not Graduate,Yes,19270,3869,524,300,1,Rural,N
LP000714,Female,No,0,Not Graduate,No,11941,7971,472,240,1,Urban,Y
LP000715,Female,Yes,0,Graduate,No,11219,9167,405,180,1,Semiurban,Y
LP000716,Female,No,0,Graduate,Yes,19551,9267,509,240,1,Rural,N
LP000717,Male,Yes,1,Not Graduate,Yes,4191,7822,552,240,0,Urban,N
LP000718,Female,No,0,Graduate,No,13364,2989,76,240,1,Rural,Y
LP000719,Female,Yes,0,Not Graduate,No,3496,7062,272,360,1,Semiurban,Y
LP000720,Female,No,1,Not Graduate,No,2925,5340,197,360,0,Semiurban,N
LP000721,Female,No,1,Graduate,No,17878,9643,473,300,1,Rural,Y
LP000722,Male,No,3+,Graduate,Yes,8349,3823,400,360,1,Urban,Y
LP000723,Female,No,0,Not Graduate,Yes,4747,3932,235,240,1,Urban,Y
LP000724,Male,Yes,0,Graduate,No,20476,8554,464,240,1,Urban,Y
LP000725,Male,No,0,Not Graduate,Yes,2990,2429,478,360,1,Urban,Y
LP000726,Male,No,3+,Not Graduate,No,19108,7444,90,360,0,Rural,N
LP000727,Male,Yes,0,Not Graduate,No,20471,7147,442,240,1,Semiurban,Y
LP000728,Male,No,3+,Graduate,Yes,20948,7631,128,240,1,Rural,Y
LP000729,Male,Yes,2,Not Graduate,No,15810,3598,593,180,1,Semiurban,N
LP000730,Female,No,3+,Not Graduate,No,18716,4329,499,300,1,Semiurban,Y
LP000731,Male,No,2,Not Graduate,Yes,16901,6718,523,360,1,Rural,N
LP000732,Male,No,0,Not Graduate,Yes,14384,9923,191,300,1,Rural,Y
LP000733,Male,Yes,2,Not Graduate,No,20324,8218,300,240,0,Urban,N
LP000734,Female,No,3+,Not Graduate,No,6295,92,343,300,1,Semiurban,Y
LP000735,Female,No,1,Not Graduate,Yes,3146,8500,659,360,1,Urban,N
LP000736,Male,No,2,Not Graduate,No,17642,51,185,360,1,Urban,Y
LP000737,Female,Yes,2,Not Graduate,No,15806,318,533,300,1,Rural,N
LP000738,Male,Yes,0,Not Graduate,Yes,18324,5688,361,360,1,Urban,Y
LP000739,Male,No,3+,Not Graduate,Yes,7456,7018,604,180,1,Urban,N
LP000740,Female,Yes,2,Graduate,Yes,15428,7210,681,240,1,Urban,N
LP000741,Male,No,2,Not Graduate,Yes,11221,3956,95,240,0,Rural,N
LP000742,Female,No,2,Not Graduate,Yes,12657,6057,285,360,1,Urban,Y
LP000743,Female,No,2,Not Graduate,Yes,3867,6875,97,240,1,Urban,Y
LP000744,Male,No,1,Graduate,No,8196,4431,247,180,1,Rural,Y
LP000745,Male,No,3+,Not Graduate,No,6690,1525,133,360,1,Rural,Y
LP000746,Female,No,0,Graduate,Yes,6163,7043,592,180,1,Rural,N
LP000747,Male,No,0,Not Graduate,Yes,8562,1278,210,180,1,Semiurban,Y
LP000748,Male,Yes,1,Not Graduate,No,5831,8705,477,240,1,Rural,Y
LP000749,Male,Yes,3+,Graduate,No,20918,6125,120,240,1,Semiurban,Y
LP000750,Female,Yes,2,Not Graduate,No,13380,7874,569,300,1,Rural,N
LP000751,Female,Yes,1,Graduate,Yes,17746,9925,101,180,1,Rural,Y
LP000752,Male,Yes,3+,Graduate,Yes,4762,6900,94,240,1,Rural,Y
LP000753,Female,Yes,2,Not Graduate,No,14820,2500,342,180,0,Semiurban,N
LP000754,Female,Yes,1,Not Graduate,Yes,19991,3464,514,300,1,Urban,N
LP000755,Female,No,3+,Not Graduate,Yes,8536,2259,599,180,1,Rural,N
LP000756,Female,No,0,Not Graduate,Yes,22204,7496,429,360,1,Semiurban,Y
LP000757,Female,No,0,Graduate,No,23822,2659,527,300,0,Rural,N
LP000758,Male,No,3+,Graduate,No,20631,255,311,300,1,Urban,Y
LP000759,Male,Yes,0,Not Graduate,Yes,6177,1502,629,180,1,Semiurban,N
LP000760,Male,Yes,3+,Graduate,Yes,9472,4656,228,180,1,Rural,Y
LP000761,Female,No,2,Graduate,Yes,16829,5430,406,240,1,Rural,Y
LP000762,Female,No,3+,Not Graduate,Yes,5764,8598,468,360,1,Rural,Y
LP000763,Male,Yes,2,Graduate,Yes,4633,3176,250,300,1,Urban,Y
LP000764,Female,No,1,Graduate,No,13112,1860,62,300,1,Semiurban,Y
LP000765,Male,No,3+,Not Graduate,Yes,19349,6158,492,300,1,Rural,Y
LP000766,Male,No,1,Graduate,Yes,21993,5806,335,240,1,Rural,Y
LP000767,Male,No,0,Not Graduate,Yes,20095,4354,307,360,1,Semiurban,Y
LP000768,Female,Yes,2,Graduate,No,23423,722,619,300,1,Urban,N
LP000769,Female,No,3+,Not Graduate,No,15658,7579,597,300,1,Urban,N
LP000770,Male,No,1,Graduate,Yes,11235,9474,539,240,0,Urban,N
LP000771,Male,Yes,2,Graduate,No,3189,613,547,180,1,Urban,N
LP000772,Male,Yes,2,Not Graduate,No,11263,3331,382,300,1,Urban,Y
LP000773,Male,No,0,Not Graduate,No,9227,5790,611,360,1,Rural,N
LP000774,Female,Yes,0,Not Graduate,No,9264,3116,81,360,1,Rural,Y
LP000775,Female,No,2,Not Graduate,No,22425,9004,659,360,1,Rural,N
LP000776,Male,No,2,Graduate,No,21425,9978,92,360,1,Semiurban,Y
LP000777,Male,Yes,3+,Graduate,Yes,14503,330,400,240,0,Urban,N
LP000778,Female,No,2,Graduate,No,2318,2212,383,300,1,Semiurban,N
LP000779,Female,No,3+,Not Graduate,No,15939,9408,608,240,1,Urban,N
LP000780,Male,No,2,Graduate,Yes,16577,5493,319,360,0,Urban,N
LP000781,Male,No,0,Graduate,Yes,6021,7232,462,360,0,Semiurban,N
LP000782,Male,Yes,3+,Not Graduate,Yes,2624,5614,624,360,1,Rural,N
LP000783,Female,Yes,1,Not Graduate,Yes,7160,5913,68,240,1,Semiurban,Y
LP000784,Female,No,0,Graduate,No,7141,5913,396,360,1,Rural,Y
LP000785,Female,Yes,3+,Not Graduate,No,19013,5611,662,300,1,Urban,N
LP000786,Male,No,3+,Graduate,No,3202,9432,86,360,1,Rural,Y
LP000787,Male,No,1,Graduate,No,19885,319,668,300,1,Urban,N
LP000788,Female,No,3+,Not Graduate,Yes,24796,8085,141,300,0,Urban,N
LP000789,Female,No,2,Graduate,No,21762,4200,234,360,1,Rural,Y
LP000790,Male,No,1,Not Graduate,No,12639,4791,77,240,1,Urban,Y
LP000791,Female,Yes,0,Not Graduate,Yes,24215,329,597,180,1,Rural,N
LP000792,Female,No,0,Graduate,No,23919,8851,421,180,1,Semiurban,Y
LP000793,Male,Yes,2,Graduate,No,17202,6742,579,300,1,Urban,N
LP000794,Female,Yes,0,Graduate,No,8023,4916,394,240,1,Urban,Y
LP000795,Male,No,3+,Not Graduate,No,13897,1793,468,180,1,Semiurban,Y
LP000796,Male,No,3+,Graduate,Yes,9611,6457,245,360,1,Urban,Y
LP000797,Male,No,2,Not Graduate,Yes,3901,8125,127,360,1,Semiurban,Y
LP000798,Male,No,0,Not Graduate,Yes,10981,5703,216,300,1,Semiurban,Y
LP000799,Male,No,0,Graduate,Yes,11567,6170,139,240,1,Urban,Y
LP000800,Male,Yes,2,Not Graduate,Yes,14876,6644,313,240,1,Semiurban,Y
LP000801,Male,No,1,Graduate,No,15324,7420,521,180,1,Semiurban,N
LP000802,Female,No,0,Graduate,No,14944,4155,257,180,1,Semiurban,Y
LP000803,Male,Yes,1,Graduate,Yes,14379,8411,320,360,1,Urban,Y
LP000804,Male,Yes,0,Graduate,Yes,17612,2611,312,300,1,Semiurban,Y
LP000805,Female,No,0,Graduate,Yes,2039,5691,555,240,1,Rural,N
LP000806,Female,Yes,0,Graduate,No,12474,2593,561,180,1,Rural,N
LP000807,Female,No,0,Graduate,Yes,15346,95,625,180,0,Semiurban,N
LP000808,Male,Yes,3+,Not Graduate,No,7115,9180,573,300,1,Rural,N
LP000809,Female,Yes,1,Graduate,No,17516,9304,361,300,1,Urban,Y
LP000810,Male,No,1,Not Graduate,No,4456,6041,223,360,1,Semiurban,Y
LP000811,Male,Yes,0,Not Graduate,No,9577,5063,480,300,1,Urban,Y
LP000812,Male,Yes,0,Not Graduate,Yes,5222,8437,512,360,1,Rural,N
LP000813,Male,Yes,1,Graduate,No,13559,3349,150,360,0,Rural,N
LP000814,Female,Yes,3+,Not Graduate,No,6587,7644,65,300,0,Rural,N
LP000815,Female,Yes,2,Not Graduate,Yes,11838,6560,307,300,1,Rural,Y
LP000816,Male,Yes,2,Graduate,No,24344,5247,293,300,0,Urban,N
LP000817,Male,No,1,Graduate,No,3670,5356,397,300,1,Semiurban,Y
LP000818,Male,No,0,Not Graduate,No,4891,4077,298,300,1,Urban,Y
LP000819,Female,Yes,0,Graduate,Yes,8442,4898,154,360,1,Semiurban,Y
LP000820,Male,No,3+,Graduate,No,19500,1417,336,180,1,Rural,Y
LP000821,Male,No,2,Graduate,No,15306,8846,218,240,1,Rural,Y
LP000822,Female,No,3+,Graduate,Yes,16292,110,469,240,1,Rural,Y
LP000823,Female,Yes,2,Not Graduate,Yes,14309,8281,96,360,1,Rural,Y
LP000824,Male,No,1,Graduate,No,16355,8954,92,360,1,Urban,Y
LP000825,Female,Yes,2,Graduate,No,10608,7391,370,180,1,Semiurban,Y
LP000826,Female,No,3+,Graduate,Yes,7958,5132,270,300,1,Semiurban,Y
LP000827,Male,Yes,3+,Not Graduate,No,4256,2504,562,360,1,Rural,N
LP000828,Female,Yes,3+,Not Graduate,Yes,8353,9656,490,240,1,Urban,Y
LP000829,Male,No,1,Graduate,No,9209,8289,193,300,1,Rural,Y
LP000830,Female,No,2,Graduate,Yes,19820,5239,77,360,0,Semiurban,N
LP000831,Male,Yes,2,Not Graduate,No,20975,292,602,300,1,Semiurban,N
LP000832,Male,No,3+,Graduate,Yes,14347,1734,216,240,0,Urban,N
LP000833,Male,No,2,Graduate,Yes,18852,5120,684,300,1,Semiurban,N
LP000834,Female,No,0,Not Graduate,Yes,8797,6393,635,360,1,Urban,N
LP000835,Male,Yes,0,Graduate,Yes,17756,2196,298,360,0,Rural,N
LP000836,Female,Yes,0,Graduate,Yes,4703,3466,406,240,1,Rural,Y
LP000837,Male,No,2,Not Graduate,No,7999,1906,160,180,1,Urban,Y
LP000838,Male,No,1,Not Graduate,No,6673,1721,283,180,1,Rural,Y
LP000839,Female,No,1,Graduate,Yes,18773,1816,73,300,1,Urban,Y
LP000840,Male,Yes,1,Not Graduate,No,13150,8444,75,360,1,Rural,Y
LP000841,Male,Yes,1,Graduate,No,10673,4227,430,360,1,Rural,Y
LP000842,Female,No,0,Graduate,No,8882,5775,395,240,0,Semiurban,N
LP000843,Male,No,0,Graduate,No,21415,3849,427,240,1,Semiurban,Y
LP000844,Male,No,3+,Not Graduate,No,2301,5228,571,360,1,Urban,N
LP000845,Male,No,2,Not Graduate,No,9734,6849,66,240,0,Rural,N
LP000846,Male,No,2,Graduate,Yes,15397,1058,294,180,1,Rural,Y
LP000847,Female,No,1,Graduate,No,16697,2322,673,180,1,Rural,N
LP000848,Female,Yes,0,Not Graduate,No,21233,8378,588,300,1,Semiurban,N
LP000849,Male,No,1,Not Graduate,No,11469,948,632,240,1,Urban,N
LP000850,Female,Yes,3+,Not Graduate,Yes,4701,8179,251,300,1,Urban,Y
LP000851,Male,No,2,Graduate,No,18233,4359,297,240,1,Urban,Y
LP000852,Female,No,2,Not Graduate,No,11472,5660,167,240,1,Rural,Y
LP000853,Male,Yes,1,Not Graduate,No,2083,7254,58,180,0,Urban,N
LP000854,Male,Yes,3+,Graduate,Yes,14219,8401,647,360,1,Semiurban,N
LP000855,Male,Yes,2,Graduate,No,4877,2093,72,240,1,Semiurban,Y
LP000856,Male,Yes,3+,Graduate,Yes,23912,1563,289,240,1,Urban,Y
LP000857,Male,No,3+,Not Graduate,No,24080,8217,634,240,1,Rural,N
LP000858,Male,Yes,1,Graduate,Yes,24967,174,76,360,1,Semiurban,Y
LP000859,Female,No,0,Graduate,Yes,16355,1334,130,300,1,Semiurban,Y
LP000860,Male,Yes,1,Graduate,Yes,4901,321,645,300,1,Rural,N
LP000861,Female,No,0,Graduate,No,15136,5698,248,240,0,Rural,N
LP000862,Male,No,3+,Not Graduate,Yes,21069,5604,604,240,1,Urban,N
LP000863,Female,No,0,Graduate,Yes,23169,6742,141,300,1,Semiurban,Y
LP000864,Female,No,3+,Not Graduate,Yes,17238,7436,133,300,1,Semiurban,Y
LP000865,Female,No,2,Not Graduate,Yes,8272,8524,349,180,1,Urban,Y
LP000866,Male,No,2,Not Graduate,No,21231,5674,345,240,1,Urban,Y
LP000867,Male,Yes,2,Graduate,No,11631,5002,696,300,1,Semiurban,N
LP000868,Female,No,1,Not Graduate,No,2288,910,503,180,0,Semiurban,N
LP000869,Male,Yes,1,Graduate,No,22829,949,330,360,1,Rural,Y
LP000870,Female,Yes,3+,Graduate,Yes,17684,5425,108,240,1,Rural,Y
LP000871,Male,No,2,Graduate,No,4389,2514,391,300,1,Semiurban,Y
LP000872,Female,Yes,1,Not Graduate,Yes,11069,7701,514,240,0,Semiurban,N
LP000873,Female,No,2,Graduate,No,23157,100,391,180,1,Rural,Y
LP000874,Male,Yes,1,Graduate,No,11641,4646,659,300,1,Urban,N
LP000875,Female,No,0,Graduate,No,21156,6945,111,360,1,Urban,Y
LP000876,Male,Yes,0,Not Graduate,Yes,23118,2400,674,360,1,Semiurban,N
LP000877,Female,No,2,Not Graduate,No,13434,5801,478,180,1,Semiurban,Y
LP000878,Female,No,3+,Not Graduate,No,11269,2343,305,360,1,Rural,Y
LP000879,Male,No,1,Graduate,No,24786,352,396,360,1,Semiurban,Y
LP000880,Male,No,1,Not Graduate,Yes,9112,2955,575,360,1,Urban,N
LP000881,Male,Yes,0,Graduate,No,20376,1018,353,360,1,Rural,Y
LP000882,Female,No,0,Graduate,No,17705,1179,664,360,1,Rural,N
LP000883,Male,Yes,3+,Not Graduate,Yes,24629,5193,294,360,1,Urban,Y
LP000884,Female,Yes,3+,Graduate,Yes,15434,3536,461,360,0,Urban,N
LP000885,Female,Yes,3+,Not Graduate,No,11595,2502,266,300,1,Rural,Y
LP000886,Male,No,2,Graduate,No,5740,3819,565,360,1,Semiurban,N
LP000887,Male,Yes,0,Not Graduate,No,20206,6855,523,300,1,Urban,N
LP000888,Female,Yes,2,Graduate,Yes,12248,979,85,240,1,Rural,Y
LP000889,Female,Yes,0,Graduate,Yes,6798,976,227,180,1,Semiurban,Y
LP000890,Male,No,0,Graduate,Yes,3361,9563,436,360,1,Semiurban,Y
LP000891,Male,No,1,Graduate,No,15642,2280,66,180,1,Rural,Y
LP000892,Male,Yes,0,Graduate,Yes,24504,5897,97,360,1,Urban,Y
LP000893,Male,No,0,Not Graduate,No,21931,107,111,300,1,Semiurban,Y
LP000894,Male,No,2,Graduate,Yes,8820,9164,118,360,1,Urban,Y
LP000895,Female,Yes,0,Not Graduate,Yes,12867,1626,415,240,0,Rural,N
LP000896,Female,Yes,2,Not Graduate,Yes,18982,8895,211,180,1,Urban,Y
LP000897,Female,No,3+,Not Graduate,No,6747,6229,537,180,1,Semiurban,N
LP000898,Female,Yes,0,Graduate,No,3234,6877,480,240,1,Rural,Y
LP000899,Male,No,0,Graduate,No,6163,874,538,300,1,Semiurban,N
LP000900,Male,No,2,Graduate,No,7409,5543,279,300,1,Semiurban,Y
LP000901,Male,No,3+,Not Graduate,Yes,21300,3809,419,240,1,Rural,Y
LP000902,Female,No,1,Graduate,No,14318,2107,227,180,1,Rural,Y
LP000903,Female,No,3+,Graduate,Yes,24186,9465,459,360,1,Urban,Y
LP000904,Male,No,2,Not Graduate,No,18564,559,617,300,1,Rural,N
LP000905,Male,Yes,3+,Not Graduate,No,9663,8308,639,360,1,Urban,N
LP000906,Female,Yes,2,Not Graduate,Yes,19954,4969,319,180,1,Rural,Y
LP000907,Female,No,2,Not Graduate,Yes,14858,3046,255,360,1,Semiurban,Y
LP000908,Male,No,1,Not Graduate,No,8168,43,131,240,1,Urban,Y
LP000909,Male,No,0,Not Graduate,No,14516,508,242,300,1,Rural,Y
LP000910,Female,Yes,2,Graduate,Yes,9501,6107,667,300,0,Urban,N
LP000911,Male,No,2,Not Graduate,Yes,11421,3439,238,240,1,Urban,Y
LP000912,Male,Yes,1,Graduate,Yes,3691,3928,325,240,1,Urban,Y
LP000913,Male,No,2,Graduate,Yes,10359,5411,123,300,1,Semiurban,Y
LP000914,Female,No,0,Graduate,Yes,10372,916,59,300,1,Rural,Y
LP000915,Female,Yes,1,Not Graduate,No,20730,798,684,300,1,Rural,N
LP000916,Female,Yes,0,Graduate,No,20347,4971,265,180,1,Urban,Y
LP000917,Female,No,0,Not Graduate,No,24721,1760,339,180,1,Rural,Y
LP000918,Female,No,1,Not Graduate,No,6422,3275,494,180,0,Semiurban,N
LP000919,Female,No,2,Graduate,Yes,5892,818,601,360,1,Urban,N
LP000920,Female,Yes,0,Not Graduate,Yes,21067,5040,242,180,0,Semiurban,N
LP000921,Male,Yes,0,Graduate,Yes,15041,3065,688,300,1,Semiurban,N
LP000922,Male,Yes,0,Graduate,No,21051,3259,338,180,1,Rural,Y
LP000923,Male,Yes,0,Not Graduate,Yes,20881,906,632,300,1,Rural,N
LP000924,Male,Yes,1,Graduate,Yes,16515,602,698,240,1,Urban,N
LP000925,Male,Yes,1,Graduate,No,24405,4295,193,360,1,Semiurban,Y
LP000926,Male,No,3+,Graduate,No,4727,9983,438,360,0,Rural,N
LP000927,Male,No,3+,Not Graduate,No,24448,3527,456,240,0,Urban,N
LP000928,Female,Yes,0,Graduate,Yes,3524,4543,419,300,1,Urban,Y
LP000929,Female,No,2,Not Graduate,Yes,18213,1811,490,360,1,Rural,Y
LP000930,Male,No,0,Not Graduate,No,3986,9032,613,180,1,Semiurban,N
LP000931,Male,Yes,2,Graduate,No,2655,7963,578,300,1,Urban,N
LP000932,Female,No,0,Graduate,Yes,11582,5249,62,360,1,Rural,Y
LP000933,Male,Yes,3+,Not Graduate,No,5977,4615,389,240,1,Urban,Y
LP000934,Male,Yes,3+,Not Graduate,Yes,20069,9228,361,300,0,Rural,N
LP000935,Female,No,2,Graduate,No,8586,8916,153,360,1,Urban,Y
LP000936,Male,Yes,0,Graduate,No,3817,6766,388,240,0,Semiurban,N
LP000937,Female,Yes,2,Not Graduate,No,5121,9179,247,300,1,Urban,Y
LP000938,Male,Yes,3+,Not Graduate,Yes,5991,802,349,180,1,Rural,Y
LP000939,Female,Yes,0,Not Graduate,Yes,17416,2582,493,300,1,Rural,Y
LP000940,Female,Yes,0,Not Graduate,No,16748,6445,408,180,1,Rural,Y
LP000941,Female,Yes,2,Not Graduate,Yes,4011,3837,417,300,0,Semiurban,N
LP000942,Male,Yes,1,Graduate,No,11046,8718,218,240,0,Rural,N
LP000943,Female,Yes,2,Not Graduate,No,17112,1665,198,180,1,Rural,Y
LP000944,Male,No,3+,Not Graduate,Yes,9348,9330,91,180,0,Semiurban,N
LP000945,Male,No,3+,Graduate,Yes,15774,8651,251,300,1,Rural,Y
LP000946,Male,No,3+,Graduate,Yes,23288,6975,293,360,1,Rural,Y
LP000947,Male,Yes,3+,Not Graduate,Yes,23277,2552,513,180,1,Semiurban,N
LP000948,Female,Yes,3+,Not Graduate,No,19177,7475,498,300,0,Urban,N
LP000949,Female,No,1,Graduate,Yes,3965,2808,486,240,1,Rural,Y
LP000950,Male,No,0,Not Graduate,Yes,17804,5633,580,300,0,Urban,N
LP000951,Male,No,2,Not Graduate,No,17169,6096,614,300,1,Semiurban,N
LP000952,Female,Yes,2,Graduate,No,12794,8823,646,180,0,Rural,N
LP000953,Male,No,3+,Not Graduate,No,4675,2456,322,360,1,Rural,Y
LP000954,Female,No,2,Graduate,No,9349,9173,479,240,1,Semiurban,Y
LP000955,Male,Yes,3+,Graduate,Yes,13973,5423,262,180,1,Rural,Y
LP000956,Male,No,1,Graduate,Yes,10925,4317,153,180,1,Urban,Y
LP000957,Female,Yes,1,Graduate,No,13722,1556,241,180,1,Urban,Y
LP000958,Male,Yes,0,Not Graduate,No,9944,2205,429,240,0,Semiurban,N
LP000959,Female,Yes,1,Graduate,Yes,9710,3955,130,360,0,Rural,N
LP000960,Male,No,1,Not Graduate,Yes,4259,9113,598,240,1,Rural,N
LP000961,Male,No,0,Not Graduate,Yes,17591,6805,426,240,1,Semiurban,Y
LP000962,Male,Yes,2,Not Graduate,Yes,23139,404,203,360,1,Urban,Y
LP000963,Female,No,3+,Not Graduate,Yes,1502,1620,691,240,1,Urban,N
LP000964,Male,No,3+,Not Graduate,No,19143,2952,620,300,1,Semiurban,N
LP000965,Male,No,2,Graduate,No,9690,8080,289,240,1,Rural,Y
LP000966,Male,No,0,Graduate,No,22207,3118,423,180,1,Urban,Y
LP000967,Male,Yes,2,Graduate,No,16748,7380,253,240,1,Rural,Y
LP000968,Female,No,1,Graduate,Yes,7273,6630,660,180,1,Urban,N
LP000969,Female,Yes,0,Not Graduate,No,14286,9786,399,240,1,Rural,Y
LP000970,Male,Yes,0,Graduate,Yes,20452,565,192,180,1,Urban,Y
LP000971,Female,No,0,Not Graduate,Yes,16537,4799,238,180,1,Rural,Y
LP000972,Male,Yes,3+,Not Graduate,Yes,3385,7670,321,180,1,Semiurban,Y
LP000973,Male,No,2,Graduate,Yes,8560,2868,581,360,0,Urban,N
LP000974,Male,No,0,Graduate,Yes,17831,9049,349,240,1,Semiurban,Y
LP000975,Female,Yes,0,Graduate,Yes,9344,9476,475,240,1,Urban,Y
LP000976,Female,Yes,0,Graduate,Yes,23995,8776,95,300,1,Urban,Y
LP000977,Female,Yes,2,Not Graduate,No,14950,4327,144,300,1,Urban,Y
LP000978,Female,Yes,3+,Not Graduate,Yes,10991,6413,113,300,1,Rural,Y
LP000979,Female,No,1,Graduate,No,20222,7614,462,240,1,Urban,Y
LP000980,Female,No,3+,Not Graduate,No,10768,1245,692,360,1,Semiurban,N
LP000981,Female,No,0,Not Graduate,Yes,21642,8243,58,180,0,Rural,N
LP000982,Female,Yes,3+,Not Graduate,Yes,22694,537,508,240,1,Rural,N
LP000983,Female,Yes,3+,Graduate,No,10639,540,458,360,0,Urban,N
LP000984,Male,Yes,1,Not Graduate,No,8291,814,519,360,0,Rural,N
LP000985,Female,No,2,Graduate,No,8671,1415,555,240,1,Urban,N
LP000986,Female,Yes,2,Graduate,No,20615,1652,122,180,1,Semiurban,Y
LP000987,Female,No,3+,Not Graduate,Yes,18753,4062,133,360,1,Rural,Y
LP000988,Female,Yes,3+,Not Graduate,Yes,23050,2356,108,240,1,Rural,Y
LP000989,Female,No,2,Graduate,Yes,1593,3810,70,180,0,Semiurban,N
LP000990,Female,No,2,Not Graduate,No,4487,9055,507,300,1,Semiurban,N
LP000991,Female,Yes,1,Not Graduate,Yes,14347,185,206,360,1,Urban,Y
LP000992,Female,Yes,0,Graduate,No,11467,1551,378,360,0,Rural,N
LP000993,Female,No,3+,Graduate,Yes,17718,7013,622,240,0,Semiurban,N
LP000994,Female,No,2,Graduate,No,11952,761,625,240,1,Rural,N
LP000995,Female,Yes,3+,Graduate,Yes,10127,9471,252,180,0,Semiurban,N
LP000996,Male,Yes,3+,Not Graduate,Yes,6447,6163,690,300,1,Rural,N
LP000997,Male,No,2,Not Graduate,No,8151,7635,155,300,1,Semiurban,Y
LP000998,Female,Yes,1,Graduate,No,24863,3281,171,240,1,Rural,Y
LP000999,Female,No,3+,Graduate,No,24678,1536,367,240,1,Urban,Y
LP001000,Male,No,1,Graduate,No,24408,6201,231,180,1,Rural,Y
LP001001,Female,Yes,2,Not Graduate,No,4644,3164,664,240,1,Urban,N
LP001002,Male,Yes,0,Graduate,Yes,21471,2770,365,180,1,Urban,Y
LP001003,Male,Yes,0,Not Graduate,No,17960,7399,674,180,1,Urban,N
LP001004,Male,Yes,3+,Graduate,Yes,10459,3845,455,300,1,Rural,Y
LP001005,Male,Yes,2,Graduate,Yes,24437,3435,119,180,1,Rural,Y
LP001006,Male,No,1,Graduate,Yes,9797,4710,209,300,1,Urban,Y
LP001007,Female,No,3+,Not Graduate,Yes,8194,561,289,300,1,Semiurban,Y
LP001008,Male,Yes,2,Not Graduate,Yes,17335,4717,572,300,0,Rural,N
LP001009,Female,Yes,2,Not Graduate,No,20757,7623,187,240,0,Rural,N
